Course	Room	Teacher	Time	Students
009304	TAYB	0493856	1	0865582 0909216 0915648 0963528 0986688 0999833 1172030 
004023	PK273	1167978	2	0867125 1143639 1169402 
007113	DAL105	0316015	2	0867125 0919776 0920251 0920400 0981989 0986688 1001905 1013071 1025623 1040818 1066679 1067382 1067483 1067748 1076922 1083626 1086489 
007127	PK180	0162976	2	0867125 0902541 0911802 0913115 0913946 0915740 0918074 0918519 0919776 0920237 0920251 0945264 0966414 0967793 0976421 0981989 0982172 0992223 0999689 0999712 1000990 1001196 1005068 1006899 1007134 1007799 1007882 1016996 1067483 1068052 1076922 1083812 3085403 
001852	PK300	0409956	1	0868541 
007380	TH111	0987494	1	0868541 0914076 0945969 0986367 1004324 1008282 1067502 1080272 1102030 1124785 1146370 1169360 3072910 3086238 3095924 3112067 
001166	EHI	0135660	1	0871681 0903917 0904516 0918064 0950504 0958984 0966077 0966299 0986807 0987937 0991763 0992189 0992616 0993551 1006744 1007554 1007842 1017444 1021867 1078921 1080303 1092999 1101350 1102030 1115477 1170071 3064940 3085521 
001213	PK349	0031471	1	0871681 0918064 0965861 1025508 1037745 1079993 1137955 1170479 
001248	EHSEM	0031471	2	0871681 0903917 0918064 0954830 0966077 0966299 0986807 0991763 0992189 0992616 0993551 1007554 1007842 1037745 
001749	PK337	3208212	1	0877028 0998885 1096152 3072447 3080612 3087433 3103807 
007034	CARP21	1075274	2	0877028 0906447 0992223 1018183 1056738 1056970 1067862 1080792 1100899 1111901 1171461 3073143 3096693 3105612 3106074 3110771 
011066	PK264	3195964	1	0877028 0920400 0967793 0988245 1000990 1005346 1056738 1058421 
006042	TAYF	0409737	1	0896929 0909240 0915622 0952008 0954830 0964596 0967988 0970193 0987600 1000355 1002405 1005082 1006438 1006444 1007196 1007394 1009729 1016434 1018936 1020520 1024283 1040818 1049929 1056722 1064780 1067334 1068052 1076989 1077161 1081917 1088384 3073169 3077471 
001838	PK180	0168763	1	0897034 0959919 0999826 1000355 1005427 1006799 1018174 1032432 1037745 1040618 1049050 1053370 1062675 1065183 1065238 1065732 1066679 1076238 1076783 1086802 1096822 1100338 1100899 1117264 1122784 1126639 1131602 1136830 1141729 1157688 1169341 1170370 1170757 3071313 3073143 3074634 3079376 3085504 3085513 3094722 3105821 
002472	THTL	0493725	1	0897034 0907150 0907217 0909560 0914290 0914299 0945584 0949279 0980693 0991672 0993169 0999896 1000122 1005102 
004882	PK273	0531931	1	0897034 0970262 1056270 1058421 1085324 
004852	CARP15	3194193	2	0897911 0944831 0968216 0973811 0980544 1001806 1007779 1032769 1084462 1085324 3074570 3090362 
