Course	Room	Teacher	Time	Students
006508	TH251	0031478	13	0851209 0858181 1005346 
003007	TH110	0222805	12	0851310 0858850 0859186 0860204 0892333 0894845 0897101 0907155 0912081 
004733	CARP15	0004955	12	0851684 0861648 0865645 0889700 0901262 
005863	CAN311	0031582	3	0851684 
001467	TH110	0031582	13	0858527 0869484 0876307 
005121	TAYG	0031560	14	0858872 0913946 0917883 0995269 0999712 1057520 
007881	RCSEM	0217682	4	0911218 1004997 1076085 
004027	TAYC	0215359	13	0865645 0909837 0965927 0966303 
004379	TAYB	0138190	14	0871309 
001465	TH110	0024218	14	0871681 0950504 
007887	RCSEM	0217682	5	0998784 
006555	TH251	0127086	14	0899316 
002855	PK10	0309967	2	0901262 0904680 0906447 0906618 0906963 0909942 0911775 0917040 0920400 0987600 0987937 0988603 0988990 0991120 0991213 0992186 0992796 0993790 0998351 1000355 1000750 1001351 1001394 1001806 1001894 1001905 1002241 1003389 1003644 1004225 1004324 1005059 1005082 1005315 1005412 1005427 1006105 1006438 1006444 1006744 1007554 1008282 1009559 1009729 1010175 1010643 1010750 1011104 1013071 1013197 1017339 1017412 1017444 1017832 1017840 1018174 1018252 1018271 1018301 1018817 1018857 1018936 1019006 1019025 1019212 1019674 1019827 1019940 1020083 1020150 1020370 1020478 1020520 1020695 1020727 1021017 1021751 1021867 1023494 1023923 1024213 1024283 1024315 1025035 1025379 1025460 1025522 1025533 1025569 1025623 1025629 1025644 1025845 1027597 1028249 1029210 1029566 1029737 1029787 1030369 1030683 1030693 1032432 1032929 1034405 1034578 1035148 1036027 1036225 1036442 1037291 1037338 
004288	PK259	0031577	8	0901688 
004394	TAYD	0316015	15	0901703 
008470	CARP25	0697660	13	0972633 
006525	null	0031573	0	
001747	GOCOM	0416447	3	0904752 0999826 
001765	GOB	0271874	6	0904752 0959919 1007779 
002149	PK264	0470544	8	0988990 0992796 1055441 1066335 1076009 1079268 
005852	CAN311	0031416	4	0912235 
006501	null	0031478	0	
005129	TAYSEM	0431786	15	0917883 1018301 
001755	GOCOM	0271874	4	0918195 
002408	ROSTUD	0138190	8	0954917 
004361	TAYB	1063561	15	0949279 1005068 
007877	RCSEM	0031386	6	1040618 1046439 
